,0
0,0.8394160583941606
1,0.8102189781021898
2,0.7518248175182481
3,0.7153284671532847
4,0.8759124087591241
5,0.7883211678832117
6,0.7956204379562044
7,0.8175182481751825
8,0.8175182481751825
9,0.8978102189781022
10,0.8540145985401459
11,0.8248175182481752
12,0.8759124087591241
13,0.7445255474452555
14,0.8540145985401459
15,0.7737226277372263
16,0.8102189781021898
17,0.7956204379562044
18,0.8613138686131386
19,0.8467153284671532
20,0.5777777777777777
21,0.4888888888888889
22,0.5555555555555556
23,0.5259259259259259
24,0.3851851851851852
25,0.6074074074074074
26,0.6518518518518519
27,0.6296296296296297
28,0.5703703703703704
29,0.6222222222222222
30,0.5481481481481482
31,0.4148148148148148
32,0.5925925925925926
33,0.5333333333333333
34,0.6888888888888889
35,0.562962962962963
36,0.6148148148148148
37,0.5703703703703704
38,0.4444444444444444
39,0.5407407407407407
40,0.8814814814814815
41,0.8814814814814815
42,0.8074074074074075
43,0.8740740740740741
44,0.8296296296296296
45,0.8592592592592593
46,0.837037037037037
47,0.8148148148148148
48,0.8296296296296296
49,0.9259259259259259
50,0.8296296296296296
51,0.9111111111111111
52,0.9037037037037037
53,0.8888888888888888
54,0.7925925925925926
55,0.8888888888888888
56,0.8222222222222222
57,0.762962962962963
58,0.8518518518518519
59,0.8592592592592593
60,0.5419847328244275
61,0.46564885496183206
62,0.5343511450381679
63,0.48854961832061067
64,0.5343511450381679
65,0.5725190839694656
66,0.5572519083969466
67,0.4580152671755725
68,0.5725190839694656
69,0.44274809160305345
70,0.5725190839694656
71,0.549618320610687
72,0.5190839694656488
73,0.4732824427480916
74,0.5954198473282443
75,0.5114503816793893
76,0.5114503816793893
77,0.5572519083969466
78,0.5419847328244275
79,0.5877862595419847
80,0.5419847328244275
81,0.648854961832061
82,0.5725190839694656
83,0.5725190839694656
84,0.4732824427480916
85,0.32061068702290074
86,0.3511450381679389
87,0.6335877862595419
88,0.5725190839694656
89,0.5801526717557252
90,0.4961832061068702
91,0.6030534351145038
92,0.5725190839694656
93,0.6564885496183206
94,0.6106870229007634
95,0.4961832061068702
96,0.45038167938931295
97,0.5343511450381679
98,0.4122137404580153
99,0.5801526717557252
100,0.37272727272727274
101,0.42727272727272725
102,0.43636363636363634
103,0.41818181818181815
104,0.4909090909090909
105,0.32727272727272727
106,0.4727272727272727
107,0.42727272727272725
108,0.44545454545454544
109,0.5818181818181818
110,0.34545454545454546
111,0.5545454545454546
112,0.5181818181818182
113,0.4909090909090909
114,0.37272727272727274
115,0.5363636363636364
116,0.43636363636363634
117,0.5545454545454546
118,0.35454545454545455
119,0.44545454545454544
120,0.8455882352941176
121,0.7573529411764706
122,0.9264705882352942
123,0.875
124,0.8308823529411765
125,0.8382352941176471
126,0.8308823529411765
127,0.8235294117647058
128,0.875
129,0.875
130,0.8455882352941176
131,0.8382352941176471
132,0.8529411764705882
133,0.8455882352941176
134,0.8235294117647058
135,0.8455882352941176
136,0.8235294117647058
137,0.7794117647058824
138,0.8676470588235294
139,0.8676470588235294
140,0.8560606060606061
141,0.8712121212121212
142,0.8409090909090909
143,0.9015151515151515
144,0.8712121212121212
145,0.9166666666666666
146,0.7727272727272727
147,0.8863636363636364
148,0.8787878787878788
149,0.8787878787878788
150,0.7878787878787878
151,0.8106060606060606
152,0.8409090909090909
153,0.8636363636363636
154,0.8636363636363636
155,0.7954545454545454
156,0.8863636363636364
157,0.8560606060606061
158,0.7954545454545454
159,0.8484848484848485
160,0.6134453781512605
161,0.6218487394957983
162,0.6470588235294118
163,0.6386554621848739
164,0.6554621848739496
165,0.6302521008403361
166,0.5966386554621849
167,0.6722689075630253
168,0.6638655462184874
169,0.6974789915966386
170,0.7058823529411765
171,0.7058823529411765
172,0.6554621848739496
173,0.6470588235294118
174,0.6722689075630253
175,0.7058823529411765
176,0.6470588235294118
177,0.7058823529411765
178,0.5966386554621849
179,0.6722689075630253
