,0
0,0.8686131386861314
1,0.8029197080291971
2,0.8394160583941606
3,0.7007299270072993
4,0.8613138686131386
5,0.674074074074074
6,0.6296296296296297
7,0.6296296296296297
8,0.6148148148148148
9,0.5407407407407407
10,0.9333333333333333
11,0.8740740740740741
12,0.8444444444444444
13,0.8296296296296296
14,0.8222222222222222
15,0.5190839694656488
16,0.46564885496183206
17,0.648854961832061
18,0.6106870229007634
19,0.6030534351145038
20,0.6564885496183206
21,0.6717557251908397
22,0.7938931297709924
23,0.6793893129770993
24,0.6793893129770993
25,0.42727272727272725
26,0.4090909090909091
27,0.5181818181818182
28,0.41818181818181815
29,0.41818181818181815
30,0.8529411764705882
31,0.7720588235294118
32,0.9044117647058824
33,0.8897058823529411
34,0.8455882352941176
35,0.8712121212121212
36,0.8712121212121212
37,0.8181818181818182
38,0.8863636363636364
39,0.8636363636363636
40,0.7058823529411765
41,0.8319327731092437
42,0.8151260504201681
43,0.7899159663865546
44,0.8319327731092437
