,0
0,0.8759124087591241
1,0.8321167883211679
2,0.8613138686131386
3,0.7153284671532847
4,0.8686131386861314
5,0.6666666666666666
6,0.6592592592592592
7,0.6148148148148148
8,0.6074074074074074
9,0.5703703703703704
10,0.9185185185185185
11,0.9037037037037037
12,0.8074074074074075
13,0.8518518518518519
14,0.8444444444444444
15,0.4580152671755725
16,0.5114503816793893
17,0.6717557251908397
18,0.5114503816793893
19,0.5648854961832062
20,0.6870229007633588
21,0.6946564885496184
22,0.7404580152671756
23,0.7022900763358778
24,0.6717557251908397
25,0.4818181818181818
26,0.37272727272727274
27,0.5272727272727272
28,0.4090909090909091
29,0.4636363636363636
30,0.8529411764705882
31,0.7794117647058824
32,0.9117647058823529
33,0.8235294117647058
34,0.8676470588235294
35,0.8712121212121212
36,0.8409090909090909
37,0.8257575757575758
38,0.8787878787878788
39,0.8636363636363636
40,0.773109243697479
41,0.8403361344537815
42,0.7983193277310925
43,0.8319327731092437
44,0.8487394957983193
